,City,Date Local,NO2 AQI,O3 AQI,SO2 AQI,CO AQI,County
1684194,New York,2015-03-24,47,29,,6.0,Bronx
1684195,New York,2015-03-25,53,25,11.0,,Bronx
1684196,New York,2015-03-25,53,25,11.0,13.0,Bronx
1684197,New York,2015-03-25,53,25,,,Bronx
1684198,New York,2015-03-25,53,25,,13.0,Bronx
1684199,New York,2015-03-26,47,18,7.0,,Bronx
1684200,New York,2015-03-26,47,18,7.0,10.0,Bronx
1684201,New York,2015-03-26,47,18,,,Bronx
1684202,New York,2015-03-26,47,18,,10.0,Bronx
1684203,New York,2015-03-27,23,26,3.0,,Bronx
1684204,New York,2015-03-27,23,26,3.0,5.0,Bronx
1684205,New York,2015-03-27,23,26,,,Bronx
1684206,New York,2015-03-27,23,26,,5.0,Bronx
1684207,New York,2015-03-28,14,29,3.0,,Bronx
1684208,New York,2015-03-28,14,29,3.0,3.0,Bronx
1684209,New York,2015-03-28,14,29,,,Bronx
1684210,New York,2015-03-28,14,29,,3.0,Bronx
1684211,New York,2015-03-29,37,37,3.0,,Bronx
1684212,New York,2015-03-29,37,37,3.0,3.0,Bronx
1684213,New York,2015-03-29,37,37,,,Bronx
1684214,New York,2015-03-29,37,37,,3.0,Bronx
1684215,New York,2015-03-30,38,28,6.0,,Bronx
1684216,New York,2015-03-30,38,28,6.0,5.0,Bronx
1684217,New York,2015-03-30,38,28,,,Bronx
1684218,New York,2015-03-30,38,28,,5.0,Bronx
1684219,New York,2015-03-31,28,27,4.0,,Bronx
1684220,New York,2015-03-31,28,27,4.0,3.0,Bronx
1684221,New York,2015-03-31,28,27,,,Bronx
1684222,New York,2015-03-31,28,27,,3.0,Bronx
1684223,New York,2015-04-01,32,38,6.0,,Bronx
1684224,New York,2015-04-01,32,38,6.0,3.0,Bronx
1684225,New York,2015-04-01,32,38,,,Bronx
1684226,New York,2015-04-01,32,38,,3.0,Bronx
1684227,New York,2015-04-02,60,35,11.0,,Bronx
1684228,New York,2015-04-02,60,35,11.0,7.0,Bronx
1684229,New York,2015-04-02,60,35,,,Bronx
1684230,New York,2015-04-02,60,35,,7.0,Bronx
1684231,New York,2015-04-03,42,25,1.0,,Bronx
1684232,New York,2015-04-03,42,25,1.0,6.0,Bronx
1684233,New York,2015-04-03,42,25,,,Bronx
1684234,New York,2015-04-03,42,25,,6.0,Bronx
1684235,New York,2015-04-04,32,33,1.0,,Bronx
1684236,New York,2015-04-04,32,33,1.0,7.0,Bronx
1684237,New York,2015-04-04,32,33,,,Bronx
1684238,New York,2015-04-04,32,33,,7.0,Bronx
1684239,New York,2015-04-05,28,36,4.0,,Bronx
1684240,New York,2015-04-05,28,36,4.0,3.0,Bronx
1684241,New York,2015-04-05,28,36,,,Bronx
1684242,New York,2015-04-05,28,36,,3.0,Bronx
1684243,New York,2015-04-06,48,33,3.0,,Bronx
1684244,New York,2015-04-06,48,33,3.0,5.0,Bronx
1684245,New York,2015-04-06,48,33,,,Bronx
1684246,New York,2015-04-06,48,33,,5.0,Bronx
1684247,New York,2015-04-07,45,24,3.0,,Bronx
1684248,New York,2015-04-07,45,24,3.0,6.0,Bronx
1684249,New York,2015-04-07,45,24,,,Bronx
1684250,New York,2015-04-07,45,24,,6.0,Bronx
1684251,New York,2015-04-08,14,34,0.0,,Bronx
1684252,New York,2015-04-08,14,34,0.0,3.0,Bronx
1684253,New York,2015-04-08,14,34,,,Bronx
1684254,New York,2015-04-08,14,34,,3.0,Bronx
1684255,New York,2015-04-09,14,31,0.0,,Bronx
1684256,New York,2015-04-09,14,31,0.0,3.0,Bronx
1684257,New York,2015-04-09,14,31,,,Bronx
1684258,New York,2015-04-09,14,31,,3.0,Bronx
1684259,New York,2015-04-10,42,23,1.0,,Bronx
1684260,New York,2015-04-10,42,23,1.0,7.0,Bronx
1684261,New York,2015-04-10,42,23,,,Bronx
1684262,New York,2015-04-10,42,23,,7.0,Bronx
1684263,New York,2015-04-11,22,40,4.0,,Bronx
1684264,New York,2015-04-11,22,40,4.0,5.0,Bronx
1684265,New York,2015-04-11,22,40,,,Bronx
1684266,New York,2015-04-11,22,40,,5.0,Bronx
1684267,New York,2015-04-12,50,39,6.0,,Bronx
1684268,New York,2015-04-12,50,39,6.0,5.0,Bronx
1684269,New York,2015-04-12,50,39,,,Bronx
1684270,New York,2015-04-12,50,39,,5.0,Bronx
1684271,New York,2015-04-13,54,42,6.0,,Bronx
1684272,New York,2015-04-13,54,42,6.0,8.0,Bronx
1684273,New York,2015-04-13,54,42,,,Bronx
1684274,New York,2015-04-13,54,42,,8.0,Bronx
1684275,New York,2015-04-14,55,34,6.0,,Bronx
1684276,New York,2015-04-14,55,34,6.0,6.0,Bronx
1684277,New York,2015-04-14,55,34,,,Bronx
1684278,New York,2015-04-14,55,34,,6.0,Bronx
1684279,New York,2015-04-15,42,42,3.0,,Bronx
1684280,New York,2015-04-15,42,42,3.0,7.0,Bronx
1684281,New York,2015-04-15,42,42,,,Bronx
1684282,New York,2015-04-15,42,42,,7.0,Bronx
1684283,New York,2015-04-16,29,41,3.0,,Bronx
1684284,New York,2015-04-16,29,41,3.0,2.0,Bronx
1684285,New York,2015-04-16,29,41,,,Bronx
1684286,New York,2015-04-16,29,41,,2.0,Bronx
1684287,New York,2015-04-17,35,31,6.0,,Bronx
1684288,New York,2015-04-17,35,31,6.0,3.0,Bronx
1684289,New York,2015-04-17,35,31,,,Bronx
1684290,New York,2015-04-17,35,31,,3.0,Bronx
1684291,New York,2015-04-18,25,54,3.0,,Bronx
1684292,New York,2015-04-18,25,54,3.0,3.0,Bronx
1684293,New York,2015-04-18,25,54,,,Bronx
1684294,New York,2015-04-18,25,54,,3.0,Bronx
1684295,New York,2015-04-19,8,38,1.0,,Bronx
1684296,New York,2015-04-19,8,38,1.0,1.0,Bronx
1684297,New York,2015-04-19,8,38,,,Bronx
1684298,New York,2015-04-19,8,38,,1.0,Bronx
1684299,New York,2015-04-20,25,31,0.0,,Bronx
1684300,New York,2015-04-20,25,31,0.0,3.0,Bronx
1684301,New York,2015-04-20,25,31,,,Bronx
1684302,New York,2015-04-20,25,31,,3.0,Bronx
1684303,New York,2015-04-21,50,38,3.0,,Bronx
1684304,New York,2015-04-21,50,38,3.0,5.0,Bronx
1684305,New York,2015-04-21,50,38,,,Bronx
1684306,New York,2015-04-21,50,38,,5.0,Bronx
1684307,New York,2015-04-22,46,38,7.0,,Bronx
1684308,New York,2015-04-22,46,38,7.0,6.0,Bronx
1684309,New York,2015-04-22,46,38,,,Bronx
1684310,New York,2015-04-22,46,38,,6.0,Bronx
1684311,New York,2015-04-23,19,30,1.0,,Bronx
1684312,New York,2015-04-23,19,30,1.0,2.0,Bronx
1684313,New York,2015-04-23,19,30,,,Bronx
1684314,New York,2015-04-23,19,30,,2.0,Bronx
1684315,New York,2015-04-24,9,31,1.0,,Bronx
1684316,New York,2015-04-24,9,31,1.0,2.0,Bronx
1684317,New York,2015-04-24,9,31,,,Bronx
1684318,New York,2015-04-24,9,31,,2.0,Bronx
1684319,New York,2015-04-25,35,34,4.0,,Bronx
1684320,New York,2015-04-25,35,34,4.0,3.0,Bronx
1684321,New York,2015-04-25,35,34,,,Bronx
1684322,New York,2015-04-25,35,34,,3.0,Bronx
1684323,New York,2015-04-26,19,40,3.0,,Bronx
1684324,New York,2015-04-26,19,40,3.0,3.0,Bronx
1684325,New York,2015-04-26,19,40,,,Bronx
1684326,New York,2015-04-26,19,40,,3.0,Bronx
1684327,New York,2015-04-27,16,32,1.0,,Bronx
1684328,New York,2015-04-27,16,32,1.0,2.0,Bronx
1684329,New York,2015-04-27,16,32,,,Bronx
1684330,New York,2015-04-27,16,32,,2.0,Bronx
1684331,New York,2015-04-28,16,43,3.0,,Bronx
1684332,New York,2015-04-28,16,43,3.0,2.0,Bronx
1684333,New York,2015-04-28,16,43,,,Bronx
1684334,New York,2015-04-28,16,43,,2.0,Bronx
1684335,New York,2015-04-29,17,43,1.0,,Bronx
1684336,New York,2015-04-29,17,43,1.0,2.0,Bronx
1684337,New York,2015-04-29,17,43,,,Bronx
1684338,New York,2015-04-29,17,43,,2.0,Bronx
1684339,New York,2015-04-30,15,36,0.0,,Bronx
1684340,New York,2015-04-30,15,36,0.0,1.0,Bronx
1684341,New York,2015-04-30,15,36,,,Bronx
1684342,New York,2015-04-30,15,36,,1.0,Bronx
1684343,New York,2015-05-01,19,32,0.0,,Bronx
1684344,New York,2015-05-01,19,32,0.0,2.0,Bronx
1684345,New York,2015-05-01,19,32,,,Bronx
1684346,New York,2015-05-01,19,32,,2.0,Bronx
1684347,New York,2015-05-02,26,32,3.0,,Bronx
1684348,New York,2015-05-02,26,32,3.0,3.0,Bronx
1684349,New York,2015-05-02,26,32,,,Bronx
1684350,New York,2015-05-02,26,32,,3.0,Bronx
1684351,New York,2015-05-03,52,44,3.0,,Bronx
1684352,New York,2015-05-03,52,44,3.0,3.0,Bronx
1684353,New York,2015-05-03,52,44,,,Bronx
1684354,New York,2015-05-03,52,44,,3.0,Bronx
1684355,New York,2015-05-04,62,48,3.0,,Bronx
1684356,New York,2015-05-04,62,48,3.0,7.0,Bronx
1684357,New York,2015-05-04,62,48,,,Bronx
1684358,New York,2015-05-04,62,48,,7.0,Bronx
1684359,New York,2015-05-05,57,84,4.0,,Bronx
1684360,New York,2015-05-05,57,84,4.0,5.0,Bronx
1684361,New York,2015-05-05,57,84,,,Bronx
1684362,New York,2015-05-05,57,84,,5.0,Bronx
1684363,New York,2015-05-06,49,39,3.0,,Bronx
1684364,New York,2015-05-06,49,39,3.0,5.0,Bronx
1684365,New York,2015-05-06,49,39,,,Bronx
1684366,New York,2015-05-06,49,39,,5.0,Bronx
1684367,New York,2015-05-07,48,44,4.0,,Bronx
1684368,New York,2015-05-07,48,44,4.0,5.0,Bronx
1684369,New York,2015-05-07,48,44,,,Bronx
1684370,New York,2015-05-07,48,44,,5.0,Bronx
1684371,New York,2015-05-08,57,48,1.0,,Bronx
1684372,New York,2015-05-08,57,48,1.0,6.0,Bronx
1684373,New York,2015-05-08,57,48,,,Bronx
1684374,New York,2015-05-08,57,48,,6.0,Bronx
1684375,New York,2015-05-09,23,33,0.0,,Bronx
1684376,New York,2015-05-09,23,33,0.0,3.0,Bronx
1684377,New York,2015-05-09,23,33,,,Bronx
1684378,New York,2015-05-09,23,33,,3.0,Bronx
1684379,New York,2015-05-10,26,24,0.0,,Bronx
1684380,New York,2015-05-10,26,24,0.0,3.0,Bronx
1684381,New York,2015-05-10,26,24,,,Bronx
1684382,New York,2015-05-10,26,24,,3.0,Bronx
1684383,New York,2015-05-11,18,21,0.0,,Bronx
1684384,New York,2015-05-11,18,21,0.0,2.0,Bronx
1684385,New York,2015-05-11,18,21,,,Bronx
1684386,New York,2015-05-11,18,21,,2.0,Bronx
1684387,New York,2015-05-12,28,48,0.0,,Bronx
1684388,New York,2015-05-12,28,48,0.0,5.0,Bronx
1684389,New York,2015-05-12,28,48,,,Bronx
1684390,New York,2015-05-12,28,48,,5.0,Bronx
1684391,New York,2015-05-13,9,31,0.0,,Bronx
1684392,New York,2015-05-13,9,31,0.0,2.0,Bronx
1684393,New York,2015-05-13,9,31,,,Bronx
1684394,New York,2015-05-13,9,31,,2.0,Bronx
1684395,New York,2015-05-14,26,45,1.0,,Bronx
1684396,New York,2015-05-14,26,45,1.0,3.0,Bronx
1684397,New York,2015-05-14,26,45,,,Bronx
1684398,New York,2015-05-14,26,45,,3.0,Bronx
1684399,New York,2015-05-15,39,51,3.0,,Bronx
1684400,New York,2015-05-15,39,51,3.0,3.0,Bronx
1684401,New York,2015-05-15,39,51,,,Bronx
1684402,New York,2015-05-15,39,51,,3.0,Bronx
1684403,New York,2015-05-16,42,31,1.0,,Bronx
1684404,New York,2015-05-16,42,31,1.0,7.0,Bronx
1684405,New York,2015-05-16,42,31,,,Bronx
1684406,New York,2015-05-16,42,31,,7.0,Bronx
1684407,New York,2015-05-17,50,48,1.0,,Bronx
1684408,New York,2015-05-17,50,48,1.0,8.0,Bronx
1684409,New York,2015-05-17,50,48,,,Bronx
1684410,New York,2015-05-17,50,48,,8.0,Bronx
1684411,New York,2015-05-18,46,32,1.0,,Bronx
1684412,New York,2015-05-18,46,32,1.0,9.0,Bronx
1684413,New York,2015-05-18,46,32,,,Bronx
1684414,New York,2015-05-18,46,32,,9.0,Bronx
1684415,New York,2015-05-19,49,26,1.0,,Bronx
1684416,New York,2015-05-19,49,26,1.0,6.0,Bronx
1684417,New York,2015-05-19,49,26,,,Bronx
1684418,New York,2015-05-19,49,26,,6.0,Bronx
1684419,New York,2015-05-20,10,31,1.0,,Bronx
1684420,New York,2015-05-20,10,31,1.0,5.0,Bronx
1684421,New York,2015-05-20,10,31,,,Bronx
1684422,New York,2015-05-20,10,31,,5.0,Bronx
1684423,New York,2015-05-21,34,25,3.0,,Bronx
1684424,New York,2015-05-21,34,25,3.0,3.0,Bronx
1684425,New York,2015-05-21,34,25,,,Bronx
1684426,New York,2015-05-21,34,25,,3.0,Bronx
1684427,New York,2015-05-22,15,43,1.0,,Bronx
1684428,New York,2015-05-22,15,43,1.0,2.0,Bronx
1684429,New York,2015-05-22,15,43,,,Bronx
1684430,New York,2015-05-22,15,43,,2.0,Bronx
1684431,New York,2015-05-23,34,38,0.0,,Bronx
1684432,New York,2015-05-23,34,38,0.0,3.0,Bronx
1684433,New York,2015-05-23,34,38,,,Bronx
1684434,New York,2015-05-23,34,38,,3.0,Bronx
1684435,New York,2015-05-24,31,71,1.0,,Bronx
1684436,New York,2015-05-24,31,71,1.0,3.0,Bronx
1684437,New York,2015-05-24,31,71,,,Bronx
1684438,New York,2015-05-24,31,71,,3.0,Bronx
1684439,New York,2015-05-25,26,58,1.0,,Bronx
1684440,New York,2015-05-25,26,58,1.0,3.0,Bronx
1684441,New York,2015-05-25,26,58,,,Bronx
1684442,New York,2015-05-25,26,58,,3.0,Bronx
1684443,New York,2015-05-26,27,49,1.0,,Bronx
1684444,New York,2015-05-26,27,49,1.0,3.0,Bronx
1684445,New York,2015-05-26,27,49,,,Bronx
1684446,New York,2015-05-26,27,49,,3.0,Bronx
1684447,New York,2015-05-27,31,31,1.0,,Bronx
1684448,New York,2015-05-27,31,31,1.0,3.0,Bronx
1684449,New York,2015-05-27,31,31,,,Bronx
1684450,New York,2015-05-27,31,31,,3.0,Bronx
1684451,New York,2015-05-28,31,35,1.0,,Bronx
1684452,New York,2015-05-28,31,35,1.0,5.0,Bronx
1684453,New York,2015-05-28,31,35,,,Bronx
1684454,New York,2015-05-28,31,35,,5.0,Bronx
1684455,New York,2015-05-29,26,43,1.0,,Bronx
1684456,New York,2015-05-29,26,43,1.0,2.0,Bronx
1684457,New York,2015-05-29,26,43,,,Bronx
1684458,New York,2015-05-29,26,43,,2.0,Bronx
1684459,New York,2015-05-30,23,27,0.0,,Bronx
1684460,New York,2015-05-30,23,27,0.0,2.0,Bronx
1684461,New York,2015-05-30,23,27,,,Bronx
1684462,New York,2015-05-30,23,27,,2.0,Bronx
1684463,New York,2015-05-31,9,33,0.0,,Bronx
1684464,New York,2015-05-31,9,33,0.0,2.0,Bronx
1684465,New York,2015-05-31,9,33,,,Bronx
1684466,New York,2015-05-31,9,33,,2.0,Bronx
1684467,New York,2015-06-01,8,27,0.0,,Bronx
1684468,New York,2015-06-01,8,27,0.0,0.0,Bronx
1684469,New York,2015-06-01,8,27,,,Bronx
1684470,New York,2015-06-01,8,27,,0.0,Bronx
1684471,New York,2015-06-02,13,13,0.0,,Bronx
1684472,New York,2015-06-02,13,13,0.0,2.0,Bronx
1684473,New York,2015-06-02,13,13,,,Bronx
1684474,New York,2015-06-02,13,13,,2.0,Bronx
1684475,New York,2015-06-03,13,30,0.0,,Bronx
1684476,New York,2015-06-03,13,30,0.0,3.0,Bronx
1684477,New York,2015-06-03,13,30,,,Bronx
1684478,New York,2015-06-03,13,30,,3.0,Bronx
1684479,New York,2015-06-04,14,31,0.0,,Bronx
1684480,New York,2015-06-04,14,31,0.0,2.0,Bronx
1684481,New York,2015-06-04,14,31,,,Bronx
1684482,New York,2015-06-04,14,31,,2.0,Bronx
1684483,New York,2015-06-05,24,28,0.0,,Bronx
1684484,New York,2015-06-05,24,28,0.0,5.0,Bronx
1684485,New York,2015-06-05,24,28,,,Bronx
1684486,New York,2015-06-05,24,28,,5.0,Bronx
1684487,New York,2015-06-06,29,38,1.0,,Bronx
1684488,New York,2015-06-06,29,38,1.0,6.0,Bronx
1684489,New York,2015-06-06,29,38,,,Bronx
1684490,New York,2015-06-06,29,38,,6.0,Bronx
1684491,New York,2015-06-07,16,38,0.0,,Bronx
1684492,New York,2015-06-07,16,38,0.0,2.0,Bronx
1684493,New York,2015-06-07,16,38,,,Bronx
1684494,New York,2015-06-07,16,38,,2.0,Bronx
1684495,New York,2015-06-08,23,39,0.0,,Bronx
1684496,New York,2015-06-08,23,39,0.0,3.0,Bronx
1684497,New York,2015-06-08,23,39,,,Bronx
1684498,New York,2015-06-08,23,39,,3.0,Bronx
1684499,New York,2015-06-09,33,48,1.0,,Bronx
1684500,New York,2015-06-09,33,48,1.0,5.0,Bronx
1684501,New York,2015-06-09,33,48,,,Bronx
1684502,New York,2015-06-09,33,48,,5.0,Bronx
1684503,New York,2015-06-10,42,51,1.0,,Bronx
1684504,New York,2015-06-10,42,51,1.0,5.0,Bronx
1684505,New York,2015-06-10,42,51,,,Bronx
1684506,New York,2015-06-10,42,51,,5.0,Bronx
1684507,New York,2015-06-11,28,112,1.0,,Bronx
1684508,New York,2015-06-11,28,112,1.0,5.0,Bronx
1684509,New York,2015-06-11,28,112,,,Bronx
1684510,New York,2015-06-11,28,112,,5.0,Bronx
1684511,New York,2015-06-12,34,71,1.0,,Bronx
1684512,New York,2015-06-12,34,71,1.0,5.0,Bronx
1684513,New York,2015-06-12,34,71,,,Bronx
1684514,New York,2015-06-12,34,71,,5.0,Bronx
1684515,New York,2015-06-13,26,42,1.0,,Bronx
1684516,New York,2015-06-13,26,42,1.0,5.0,Bronx
1684517,New York,2015-06-13,26,42,,,Bronx
1684518,New York,2015-06-13,26,42,,5.0,Bronx
1684519,New York,2015-06-14,33,93,1.0,,Bronx
1684520,New York,2015-06-14,33,93,1.0,5.0,Bronx
1684521,New York,2015-06-14,33,93,,,Bronx
1684522,New York,2015-06-14,33,93,,5.0,Bronx
1684523,New York,2015-06-15,22,31,0.0,,Bronx
1684524,New York,2015-06-15,22,31,0.0,3.0,Bronx
1684525,New York,2015-06-15,22,31,,,Bronx
1684526,New York,2015-06-15,22,31,,3.0,Bronx
1684527,New York,2015-06-16,40,24,0.0,,Bronx
1684528,New York,2015-06-16,40,24,0.0,6.0,Bronx
1684529,New York,2015-06-16,40,24,,,Bronx
1684530,New York,2015-06-16,40,24,,6.0,Bronx
1684531,New York,2015-06-17,18,33,0.0,,Bronx
1684532,New York,2015-06-17,18,33,0.0,3.0,Bronx
1684533,New York,2015-06-17,18,33,,,Bronx
1684534,New York,2015-06-17,18,33,,3.0,Bronx
1684535,New York,2015-06-18,19,34,0.0,,Bronx
1684536,New York,2015-06-18,19,34,0.0,1.0,Bronx
1684537,New York,2015-06-18,19,34,,,Bronx
1684538,New York,2015-06-18,19,34,,1.0,Bronx
1684539,New York,2015-06-19,20,41,0.0,,Bronx
1684540,New York,2015-06-19,20,41,0.0,2.0,Bronx
1684541,New York,2015-06-19,20,41,,,Bronx
1684542,New York,2015-06-19,20,41,,2.0,Bronx
1684543,New York,2015-06-20,9,31,0.0,,Bronx
1684544,New York,2015-06-20,9,31,0.0,2.0,Bronx
1684545,New York,2015-06-20,9,31,,,Bronx
1684546,New York,2015-06-20,9,31,,2.0,Bronx
1684547,New York,2015-06-21,19,31,1.0,,Bronx
1684548,New York,2015-06-21,19,31,1.0,2.0,Bronx
1684549,New York,2015-06-21,19,31,,,Bronx
1684550,New York,2015-06-21,19,31,,2.0,Bronx
1684551,New York,2015-06-22,28,44,1.0,,Bronx
1684552,New York,2015-06-22,28,44,1.0,2.0,Bronx
1684553,New York,2015-06-22,28,44,,,Bronx
1684554,New York,2015-06-22,28,44,,2.0,Bronx
1684555,New York,2015-06-23,38,48,1.0,,Bronx
1684556,New York,2015-06-23,38,48,1.0,5.0,Bronx
1684557,New York,2015-06-23,38,48,,,Bronx
1684558,New York,2015-06-23,38,48,,5.0,Bronx
1684559,New York,2015-06-24,9,35,0.0,,Bronx
1684560,New York,2015-06-24,9,35,0.0,3.0,Bronx
1684561,New York,2015-06-24,9,35,,,Bronx
1684562,New York,2015-06-24,9,35,,3.0,Bronx
1684563,New York,2015-06-25,26,43,1.0,,Bronx
1684564,New York,2015-06-25,26,43,1.0,3.0,Bronx
1684565,New York,2015-06-25,26,43,,,Bronx
1684566,New York,2015-06-25,26,43,,3.0,Bronx
1684567,New York,2015-06-26,22,47,1.0,,Bronx
1684568,New York,2015-06-26,22,47,1.0,3.0,Bronx
1684569,New York,2015-06-26,22,47,,,Bronx
1684570,New York,2015-06-26,22,47,,3.0,Bronx
1684571,New York,2015-06-27,9,31,0.0,,Bronx
1684572,New York,2015-06-27,9,31,0.0,2.0,Bronx
1684573,New York,2015-06-27,9,31,,,Bronx
1684574,New York,2015-06-27,9,31,,2.0,Bronx
1684575,New York,2015-06-28,16,27,0.0,,Bronx
1684576,New York,2015-06-28,16,27,0.0,3.0,Bronx
1684577,New York,2015-06-28,16,27,,,Bronx
1684578,New York,2015-06-28,16,27,,3.0,Bronx
1684579,New York,2015-06-29,30,31,0.0,,Bronx
1684580,New York,2015-06-29,30,31,0.0,3.0,Bronx
1684581,New York,2015-06-29,30,31,,,Bronx
1684582,New York,2015-06-29,30,31,,3.0,Bronx
1684583,New York,2015-06-30,41,43,1.0,,Bronx
1684584,New York,2015-06-30,41,43,1.0,5.0,Bronx
1684585,New York,2015-06-30,41,43,,,Bronx
1684586,New York,2015-06-30,41,43,,5.0,Bronx
1684587,New York,2015-07-01,24,71,1.0,,Bronx
1684588,New York,2015-07-01,24,71,1.0,3.0,Bronx
1684589,New York,2015-07-01,24,71,,,Bronx
1684590,New York,2015-07-01,24,71,,3.0,Bronx
1684591,New York,2015-07-02,45,42,3.0,,Bronx
1684592,New York,2015-07-02,45,42,3.0,5.0,Bronx
1684593,New York,2015-07-02,45,42,,,Bronx
1684594,New York,2015-07-02,45,42,,5.0,Bronx
1684595,New York,2015-07-03,33,51,1.0,,Bronx
1684596,New York,2015-07-03,33,51,1.0,5.0,Bronx
1684597,New York,2015-07-03,33,51,,,Bronx
1684598,New York,2015-07-03,33,51,,5.0,Bronx
1684599,New York,2015-07-04,23,41,3.0,,Bronx
1684600,New York,2015-07-04,23,41,3.0,2.0,Bronx
1684601,New York,2015-07-04,23,41,,,Bronx
1684602,New York,2015-07-04,23,41,,2.0,Bronx
1684603,New York,2015-07-05,30,61,1.0,,Bronx
1684604,New York,2015-07-05,30,61,1.0,5.0,Bronx
1684605,New York,2015-07-05,30,61,,,Bronx
1684606,New York,2015-07-05,30,61,,5.0,Bronx
1684607,New York,2015-07-06,33,44,6.0,,Bronx
1684608,New York,2015-07-06,33,44,6.0,6.0,Bronx
1684609,New York,2015-07-06,33,44,,,Bronx
1684610,New York,2015-07-06,33,44,,6.0,Bronx
1684611,New York,2015-07-07,22,38,1.0,,Bronx
1684612,New York,2015-07-07,22,38,1.0,6.0,Bronx
1684613,New York,2015-07-07,22,38,,,Bronx
1684614,New York,2015-07-07,22,38,,6.0,Bronx
1684615,New York,2015-07-08,24,39,1.0,,Bronx
1684616,New York,2015-07-08,24,39,1.0,6.0,Bronx
1684617,New York,2015-07-08,24,39,,,Bronx
1684618,New York,2015-07-08,24,39,,6.0,Bronx
1684619,New York,2015-07-09,15,35,0.0,,Bronx
1684620,New York,2015-07-09,15,35,0.0,6.0,Bronx
1684621,New York,2015-07-09,15,35,,,Bronx
1684622,New York,2015-07-09,15,35,,6.0,Bronx
1684623,New York,2015-07-10,27,40,1.0,,Bronx
1684624,New York,2015-07-10,27,40,1.0,5.0,Bronx
1684625,New York,2015-07-10,27,40,,,Bronx
1684626,New York,2015-07-10,27,40,,5.0,Bronx
1684627,New York,2015-07-11,36,46,1.0,,Bronx
1684628,New York,2015-07-11,36,46,1.0,5.0,Bronx
1684629,New York,2015-07-11,36,46,,,Bronx
1684630,New York,2015-07-11,36,46,,5.0,Bronx
1684631,New York,2015-07-12,23,58,1.0,,Bronx
1684632,New York,2015-07-12,23,58,1.0,6.0,Bronx
1684633,New York,2015-07-12,23,58,,,Bronx
1684634,New York,2015-07-12,23,58,,6.0,Bronx
1684635,New York,2015-07-13,27,51,1.0,,Bronx
1684636,New York,2015-07-13,27,51,1.0,6.0,Bronx
1684637,New York,2015-07-13,27,51,,,Bronx
1684638,New York,2015-07-13,27,51,,6.0,Bronx
1684639,New York,2015-07-14,17,33,0.0,,Bronx
1684640,New York,2015-07-14,17,33,0.0,5.0,Bronx
1684641,New York,2015-07-14,17,33,,,Bronx
1684642,New York,2015-07-14,17,33,,5.0,Bronx
1684643,New York,2015-07-15,13,31,0.0,,Bronx
1684644,New York,2015-07-15,13,31,0.0,3.0,Bronx
1684645,New York,2015-07-15,13,31,,,Bronx
1684646,New York,2015-07-15,13,31,,3.0,Bronx
1684647,New York,2015-07-16,22,44,0.0,,Bronx
1684648,New York,2015-07-16,22,44,0.0,2.0,Bronx
1684649,New York,2015-07-16,22,44,,,Bronx
1684650,New York,2015-07-16,22,44,,2.0,Bronx
1684651,New York,2015-07-17,26,51,1.0,,Bronx
1684652,New York,2015-07-17,26,51,1.0,3.0,Bronx
1684653,New York,2015-07-17,26,51,,,Bronx
1684654,New York,2015-07-17,26,51,,3.0,Bronx
1684655,New York,2015-07-18,34,40,0.0,,Bronx
1684656,New York,2015-07-18,34,40,0.0,6.0,Bronx
1684657,New York,2015-07-18,34,40,,,Bronx
1684658,New York,2015-07-18,34,40,,6.0,Bronx
1684659,New York,2015-07-19,14,101,1.0,,Bronx
1684660,New York,2015-07-19,14,101,1.0,6.0,Bronx
1684661,New York,2015-07-19,14,101,,,Bronx
1684662,New York,2015-07-19,14,101,,6.0,Bronx
1684663,New York,2015-07-20,19,50,1.0,,Bronx
1684664,New York,2015-07-20,19,50,1.0,3.0,Bronx
1684665,New York,2015-07-20,19,50,,,Bronx
1684666,New York,2015-07-20,19,50,,3.0,Bronx
1684667,New York,2015-07-21,21,49,4.0,,Bronx
1684668,New York,2015-07-21,21,49,4.0,3.0,Bronx
1684669,New York,2015-07-21,21,49,,,Bronx
1684670,New York,2015-07-21,21,49,,3.0,Bronx
1684671,New York,2015-07-22,10,35,0.0,,Bronx
1684672,New York,2015-07-22,10,35,0.0,2.0,Bronx
1684673,New York,2015-07-22,10,35,,,Bronx
1684674,New York,2015-07-22,10,35,,2.0,Bronx
1684675,New York,2015-07-23,15,36,1.0,,Bronx
1684676,New York,2015-07-23,15,36,1.0,2.0,Bronx
1684677,New York,2015-07-23,15,36,,,Bronx
1684678,New York,2015-07-23,15,36,,2.0,Bronx
1684679,New York,2015-07-24,37,38,1.0,,Bronx
1684680,New York,2015-07-24,37,38,1.0,3.0,Bronx
1684681,New York,2015-07-24,37,38,,,Bronx
1684682,New York,2015-07-24,37,38,,3.0,Bronx
1684683,New York,2015-07-25,27,50,0.0,,Bronx
1684684,New York,2015-07-25,27,50,0.0,5.0,Bronx
1684685,New York,2015-07-25,27,50,,,Bronx
1684686,New York,2015-07-25,27,50,,5.0,Bronx
1684687,New York,2015-07-26,19,64,1.0,,Bronx
1684688,New York,2015-07-26,19,64,1.0,3.0,Bronx
1684689,New York,2015-07-26,19,64,,,Bronx
1684690,New York,2015-07-26,19,64,,3.0,Bronx
1684691,New York,2015-07-27,25,48,1.0,,Bronx
